age,sex,race,educd,stateicp,classwkrd,wkswork1,inctot,treatment
45,male,two major races,"associate's degree, type not specified",alabama,"wage/salary, private",52,88000,0
70,female,white,regular high school diploma,alabama,"self-employed, incorporated",36,44600,1
44,female,white,"1 or more years of college credit, no degree",alabama,"wage/salary, private",20,1000,1
54,male,white,"1 or more years of college credit, no degree",alabama,"wage/salary, private",52,36000,0
32,female,black/african american/negro,master's degree,alabama,"wage/salary, private",52,35400,1
23,female,black/african american/negro,regular high school diploma,alabama,"wage/salary, private",8,3400,1
28,male,white,regular high school diploma,alabama,"wage/salary, private",52,150000,0
27,female,white,no schooling completed,alabama,"wage/salary, private",20,16200,1
58,male,white,ged or alternative credential,alabama,"self-employed, not incorporated",48,123000,0
53,female,white,regular high school diploma,alabama,"wage/salary, private",52,27500,1
24,female,white,"associate's degree, type not specified",alabama,"self-employed, not incorporated",52,500,1
25,male,white,ged or alternative credential,alabama,"self-employed, not incorporated",52,42000,0
53,female,white,"1 or more years of college credit, no degree",alabama,"wage/salary, private",52,9700,1
56,male,white,regular high school diploma,alabama,"wage/salary, private",52,35000,0
61,female,black/african american/negro,regular high school diploma,alabama,"wage/salary, private",52,45300,1
72,male,white,"1 or more years of college credit, no degree",alabama,"wage/salary, private",52,143200,0
73,female,white,regular high school diploma,alabama,"self-employed, not incorporated",52,46000,1
55,male,white,regular high school diploma,alabama,local govt employee,52,70000,0
50,female,white,regular high school diploma,alabama,state govt employee,52,30000,1
23,male,black/african american/negro,regular high school diploma,alabama,"wage/salary, private",52,33000,0
43,male,black/african american/negro,regular high school diploma,alabama,"wage/salary, private",52,19200,0
41,male,white,"1 or more years of college credit, no degree",alabama,local govt employee,52,69000,0
41,female,white,"1 or more years of college credit, no degree",alabama,"wage/salary, private",20,10000,1
19,female,white,"1 or more years of college credit, no degree",alabama,"wage/salary, private",40,4000,1
17,female,white,"12th grade, no diploma",alabama,"wage/salary, private",12,1200,1
55,male,white,"1 or more years of college credit, no degree",alabama,wage/salary at non-profit,52,20000,0
50,male,white,bachelor's degree,alabama,"wage/salary, private",26,3500,0
61,male,white,grade 11,alabama,"self-employed, not incorporated",52,22000,0
65,male,white,regular high school diploma,alabama,"wage/salary, private",52,53000,0
53,female,white,bachelor's degree,alabama,"wage/salary, private",52,106170,1
54,male,white,master's degree,alabama,wage/salary at non-profit,52,58100,0
19,male,white,regular high school diploma,alabama,"wage/salary, private",47,2500,0
60,female,white,doctoral degree,alabama,state govt employee,52,150000,1
61,male,white,"1 or more years of college credit, no degree",alabama,"wage/salary, private",52,90000,0
64,female,white,"some college, but less than 1 year",alabama,"wage/salary, private",52,12000,1
39,male,white,"1 or more years of college credit, no degree",alabama,"wage/salary, private",52,93600,0
41,female,white,regular high school diploma,alabama,state govt employee,5,5000,1
27,male,white,"associate's degree, type not specified",alabama,"wage/salary, private",52,40000,0
35,male,white,master's degree,alabama,local govt employee,52,60000,0
35,female,white,"associate's degree, type not specified",alabama,wage/salary at non-profit,52,20000,1
17,female,white,grade 11,alabama,"wage/salary, private",52,7000,1
55,female,white,regular high school diploma,alabama,state govt employee,52,22000,1
54,female,white,"some college, but less than 1 year",alabama,local govt employee,52,19300,1
52,male,white,regular high school diploma,alabama,"wage/salary, private",32,8500,0
21,female,white,"some college, but less than 1 year",alabama,wage/salary at non-profit,52,26000,1
58,male,black/african american/negro,grade 11,alabama,wage/salary at non-profit,52,15000,0
21,male,white,ged or alternative credential,alabama,"wage/salary, private",50,22000,0
45,male,white,bachelor's degree,alabama,"wage/salary, private",52,70000,0
22,male,white,"1 or more years of college credit, no degree",alaska,federal govt employee,52,25000,0
38,male,three or more major races,grade 10,alaska,"wage/salary, private",52,90000,0
21,male,white,"1 or more years of college credit, no degree",alaska,federal govt employee,26,10000,0
35,male,white,grade 11,alaska,"wage/salary, private",12,30000,0
33,male,other asian or pacific islander,regular high school diploma,alaska,"wage/salary, private",42,82600,0
19,female,american indian or alaska native,"1 or more years of college credit, no degree",alaska,federal govt employee,10,8000,1
31,male,white,"some college, but less than 1 year",alaska,federal govt employee,52,109000,0
31,female,white,master's degree,alaska,local govt employee,52,42000,1
31,female,white,"1 or more years of college credit, no degree",alaska,local govt employee,20,9700,1
47,female,white,"1 or more years of college credit, no degree",alaska,wage/salary at non-profit,52,109000,1
48,male,white,regular high school diploma,alaska,federal govt employee,52,115700,0
23,female,white,bachelor's degree,alaska,"wage/salary, private",1,160,1
59,female,white,"1 or more years of college credit, no degree",alaska,federal govt employee,52,102000,1
27,male,white,regular high school diploma,alaska,state govt employee,52,20200,0
61,female,white,master's degree,alaska,"self-employed, not incorporated",52,10000,1
63,female,black/african american/negro,bachelor's degree,alaska,state govt employee,52,65000,1
51,male,white,grade 6,alaska,"wage/salary, private",52,88500,0
66,female,white,master's degree,alaska,wage/salary at non-profit,52,85600,1
34,male,white,doctoral degree,alaska,state govt employee,42,66000,0
39,female,white,master's degree,alaska,local govt employee,42,70000,1
63,male,white,professional degree beyond a bachelor's degree,alaska,"wage/salary, private",52,221600,0
56,female,white,bachelor's degree,alaska,state govt employee,52,76600,1
57,male,white,"associate's degree, type not specified",alaska,"self-employed, incorporated",52,127020,0
23,male,white,regular high school diploma,alaska,"wage/salary, private",52,45000,0
36,female,white,bachelor's degree,alaska,"self-employed, not incorporated",12,2490,1
31,female,white,bachelor's degree,alaska,state govt employee,52,43000,1
31,female,white,bachelor's degree,alaska,"wage/salary, private",48,19000,1
55,female,american indian or alaska native,grade 11,alaska,local govt employee,52,28200,1
21,male,american indian or alaska native,regular high school diploma,alaska,local govt employee,5,4000,0
60,female,american indian or alaska native,grade 10,alaska,local govt employee,52,36100,1
28,male,white,"1 or more years of college credit, no degree",alaska,"wage/salary, private",52,30000,0
38,male,white,bachelor's degree,alaska,"wage/salary, private",52,40000,0
26,female,white,regular high school diploma,alaska,state govt employee,52,30000,1
40,male,white,ged or alternative credential,alaska,local govt employee,52,71600,0
39,female,white,regular high school diploma,alaska,"wage/salary, private",52,13600,1
20,female,white,"1 or more years of college credit, no degree",alaska,"wage/salary, private",52,12600,1
54,female,white,"1 or more years of college credit, no degree",alaska,state govt employee,52,44400,1
56,male,white,regular high school diploma,alaska,"self-employed, not incorporated",52,16000,0
36,male,white,regular high school diploma,alaska,"wage/salary, private",52,82200,0
49,female,white,"1 or more years of college credit, no degree",alaska,wage/salary at non-profit,32,79000,1
20,female,two major races,grade 11,alaska,"wage/salary, private",4,1800,1
64,male,white,regular high school diploma,alaska,"wage/salary, private",32,16300,0
68,male,white,master's degree,alaska,local govt employee,16,105000,0
61,female,american indian or alaska native,bachelor's degree,alaska,state govt employee,36,26200,1
58,female,white,"1 or more years of college credit, no degree",alaska,"self-employed, incorporated",52,82600,1
58,male,white,"1 or more years of college credit, no degree",alaska,"self-employed, incorporated",52,41600,0
47,female,white,"1 or more years of college credit, no degree",alaska,local govt employee,52,81600,1
48,male,american indian or alaska native,regular high school diploma,alaska,wage/salary at non-profit,52,87000,0
16,female,american indian or alaska native,grade 10,alaska,"wage/salary, private",52,8300,1
23,female,white,regular high school diploma,alaska,"wage/salary, private",52,24400,1
61,female,black/african american/negro,"some college, but less than 1 year",alaska,state govt employee,52,38000,1
60,male,white,bachelor's degree,alaska,"self-employed, not incorporated",5,69400,0
43,male,white,bachelor's degree,alaska,"wage/salary, private",52,31600,0
58,female,american indian or alaska native,"1 or more years of college credit, no degree",alaska,state govt employee,26,89600,1
57,female,three or more major races,"1 or more years of college credit, no degree",alaska,local govt employee,52,76600,1
32,female,other asian or pacific islander,"12th grade, no diploma",alaska,wage/salary at non-profit,10,5000,1
26,male,other asian or pacific islander,bachelor's degree,alaska,wage/salary at non-profit,52,32400,0
32,male,white,regular high school diploma,alaska,"wage/salary, private",52,45000,0
48,male,american indian or alaska native,regular high school diploma,alaska,state govt employee,52,11600,0
55,male,white,bachelor's degree,alaska,"wage/salary, private",52,345000,0
50,female,white,"some college, but less than 1 year",alaska,"wage/salary, private",52,65000,1
26,male,white,"some college, but less than 1 year",alaska,local govt employee,52,20000,0
20,female,white,regular high school diploma,alaska,"wage/salary, private",17,3000,1
67,male,white,regular high school diploma,alaska,"wage/salary, private",38,19400,0
44,female,white,master's degree,alaska,state govt employee,52,76600,1
42,male,white,"associate's degree, type not specified",alaska,state govt employee,44,100000,0
